asin,title,imgUrl,productURL,stars,reviews,price,listPrice,categoryName,isBestSeller,boughtInLastMonth
B0BT7HDM72,"925 स्टर्लिंग सिल्वर क्यूबिक ज़िरकोनिया CZ डिज़ाइनर स्टार और टियर ड्रॉप रोज़ गोल्ड प्लेटिंग एंकलेट (सिंगल) | महिलाओं और लड़कियों के लिए गिफ्ट | प्रामाणिकता के प्रमाण पत्र और 925 हॉलमार्क के साथ | महिलाओं और लड़कियों के लिए गिफ्ट, शुद्ध चांदी, मोती",https://m.media-amazon.com/images/I/51+UapaHMlL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BT7HDM72,0.0,0,1599.0,0.0,Fashion Jewellery,False,0
B0CJ2JQN8M,THE MARS वास्तविक मूल चरम प्रो UHS-1 64GB SD कार्ड U3 C10 V30 4K मेमोरी कार्ड सुपर फास्ट स्पीड 170MB/s पढ़ें 90MB/s लिखें,https://m.media-amazon.com/images/I/61DZx2rzSUL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CJ2JQN8M,0.0,0,9616.0,0.0,प्मेमोरी कार्ड,False,0
B00DRE7IWE,"RiteBite Max Protein Active चोको स्लिम 20g प्रोटीन बार [6 का पैक] प्रोटीन मिश्रण, फाइबर, विटामिन और खनिज, कोई संरक्षक नहीं, 100% वेज, कोई अतिरिक्त चीनी नहीं, ऊर्जा, स्वास्थ्य और प्रतिरक्षा के लिए - 402g",https://m.media-amazon.com/images/I/61TcOAl7lXL._AC_UL320_.jpg,https://www.amazon.in/dp/B00DRE7IWE,4.2,786,660.0,750.0,आहार और पोषण,False,200
B0BKTDG6H6,"NAFA Helmet Jaw Strap Mount with Mobile Holder & Screw Compatible with All Smartphones, GoPro, SJCAM, Yi, DJI Osmo Action & Other Action Cameras (Multipurpose Helmet Mount)",https://m.media-amazon.com/images/I/71nMlbXi+4L._AC_UL320_.jpg,https://www.amazon.in/dp/B0BKTDG6H6,3.9,72,399.0,0.0,एक्शन कैमरा एक्सेसरीज़,False,0
B0BXLKRTR1,"पुरुषों के लिए ब्रास कड़ा बोल्ड किनारों के साथ (0.1"" मोटाई)",https://m.media-amazon.com/images/I/51tFpxRMSsL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BXLKRTR1,5.0,3,399.0,999.0,पुरुषों के गहने और आभूषण,False,0
B0B6CK79W6,Kid's (Combo_(2AZ)_9062-9264-Multicolor) Sport Sneakers Shoes 12 UK,https://m.media-amazon.com/images/I/81-XdVH7BbL._AC_UL320_.jpg,https://www.amazon.in/dp/B0B6CK79W6,0.0,0,949.0,999.0,Kids Shoes,False,0
B09Y1G4B57,"Smiledrive फोटोग्राफी स्टूडियो फोटो बैकड्रॉप के लिए बैकग्राउंड शीट्स - वॉशेबल PP प्लास्टिक 60cm x 120 cm (2 pcs, काला और सफ़ेद)- भारत में निर्मित",https://m.media-amazon.com/images/I/21HAEyzWeIL._AC_UL320_.jpg,https://www.amazon.in/dp/B09Y1G4B57,4.5,76,789.0,0.0,फ़ोटो स्‍टूडियो और लाइटिंग,False,0
B0CJMFQQWL,SECRET DESIRE Portable Parakeet Cockatiel Standing Chew Toy Bird Parrot Perch Stand Rod 20cm,https://m.media-amazon.com/images/I/41-YfO+Me7L._AC_UL320_.jpg,https://www.amazon.in/dp/B0CJMFQQWL,0.0,0,1499.0,0.0,पक्षी,False,0
B09KRY8H3F,Ubersweet® इम्पोर्टेड पॉलिएस्टर प्लेड पैटर्न सूटकेस इलास्टिक डस्टप्रूफ कवर बैग 18-20 इंच रंगीन,https://m.media-amazon.com/images/I/61ZJogfcu4L._AC_UL320_.jpg,https://www.amazon.in/dp/B09KRY8H3F,0.0,0,5789.0,0.0,"सूटकेस, चेक इन और स्ट्रॉली",False,0
B096L4J73B,"काले पायजामा सेट कॉम्बो के साथ 100% कॉटन क्रॉस बटन कुर्ता, सफ़ेद",https://m.media-amazon.com/images/I/41OELKryTUS._AC_UL320_.jpg,https://www.amazon.in/dp/B096L4J73B,0.0,0,649.0,0.0,पुरुषों के कुर्ता सेट,False,0
B079Z6ZCDZ,पुरुषों के लिए फॉर्मल ट्राउज़र T327_BALENO_SEA_Blue_BB - स्ट्रेट 34,https://m.media-amazon.com/images/I/51lLwxVA6EL._AC_UL320_.jpg,https://www.amazon.in/dp/B079Z6ZCDZ,3.4,59,595.0,0.0,पुरुषों के फ़ॉर्मल ट्राउज़र्स,False,0
B09Q8HF5SP,ACM Watch Strap Silicone Belt 22mm compatible with Fire-Boltt Mercury Bsw006 Smartwatch Sports Hook Band Creame Pink,https://m.media-amazon.com/images/I/519fblNBFrL._AC_UL320_.jpg,https://www.amazon.in/dp/B09Q8HF5SP,0.0,0,339.0,990.0,घड़ियां,False,0
B09XJ3T52M,"पुरुषों की स्किनी जींस (ECSKN-01BB-093_डार्क ब्लू_34), गहरा नीला",https://m.media-amazon.com/images/I/714I3J2yXqL._AC_UL320_.jpg,https://www.amazon.in/dp/B09XJ3T52M,0.0,0,1360.0,0.0,पुरुषों की जीन्स,False,0
B0CCPDD6WJ,"टॉप न्यूट्रिशन इम्यून प्रो व्हे प्रोटीन 1Kg | 26g प्रोटीन/डाइजेस्टिव एंजाइम, विटामिन और मिनरल के साथ परोसना, कोई अतिरिक्त चीनी नहीं | बेहतर ताकत, तेज़ रिकवरी और मसल बिल्डिंग (काला)",https://m.media-amazon.com/images/I/51Eb+ff115L._AC_UL320_.jpg,https://www.amazon.in/dp/B0CCPDD6WJ,0.0,0,2999.0,0.0,स्पोर्ट्स सप्लिमेंट,False,0
B0C6YDPKMC,"KIOS महिला हीटलेस हेयर कर्लिंग रॉड रोलर्स, नो हीट सिल्क कर्ल हेडबैंड सॉफ्ट फोम के साथ, कर्लिंग रिबन और फ्लेक्सी रॉड्स प्राकृतिक लंबे मध्यम बाल Diy हेयर स्टाइलिंग उपकरण के लिए",https://m.media-amazon.com/images/I/61JFVRTWSSL._AC_UL320_.jpg,https://www.amazon.in/dp/B0C6YDPKMC,0.0,0,295.0,499.0,व्यक्तिगत देखभाल के उपकरण,False,0
B09KJNJ95J,11.25 रत्ती/10.00 कैरेट नेचुरल प्रमाणित AA++ क्वालिटी ऑस्ट्रेलियाई सफ़ेद ओपल ज्योतिषीय उद्देश्य लूज़ रत्न पंचधातु गोल्ड प्लेटेड रिंग पुरुषों और महिलाओं के लिए,https://m.media-amazon.com/images/I/51Lg2nANhQL._AC_UL320_.jpg,https://www.amazon.in/dp/B09KJNJ95J,1.0,1,890.0,0.0,लूज़ जैमस्टोन और डायमंड,False,0
B0CDQ42RT9,"बच्चों के हेडफ़ोन, कैट ईयर किड्स ब्लूटूथ हेडफ़ोन, LED लाइट अप ओवर ईयर किड्स वायरलेस हेडफ़ोन HD स्टीरियो साउंड के साथ 105dB वॉल्यूम लिमिटेड, पीसी/पैड/स्कूल के लिए फोल्डेबल ओवर-ईयर हेडफ़ोन (गुलाबी)",https://m.media-amazon.com/images/I/61JRx1i+PgL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CDQ42RT9,0.0,0,1679.0,0.0,ऑडियो हेडफ़ोन,False,0
B0BGT2TH6J,"XINN रबर कोटेड प्रोफेशनल ओलंपिक बारबेल/रॉड प्लेट्स (2.5KG 2 का पैक), 50 मिमी आंतरिक व्यास के साथ 3 छेद हाथ पकड़ (काला)",https://m.media-amazon.com/images/I/61HqQTzAK9L._AC_UL320_.jpg,https://www.amazon.in/dp/B0BGT2TH6J,0.0,0,1055.0,0.0,स्ट्रेंथ ट्रेनिंग इक्विपमेंट,False,0
B0BQYPPRHB,HTC18 वायर्ड गेमिंग हेडसेट आरजीबी एलईडी हेडफ़ोन w/माइक PS5/PS4 ब्लैक रेड के लिए,https://m.media-amazon.com/images/I/71vE5R2msjL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BQYPPRHB,0.0,0,0.0,0.0,कंप्यूटर और सहायक उपकरण,False,0
B0C2ZHRV4X,"महिलाओं के लिए लेदरेट हैंडबैग 3 का कॉम्बो (D-53-सफ़ेद), सफ़ेद",https://m.media-amazon.com/images/I/61xI9OUHIPL._AC_UL320_.jpg,https://www.amazon.in/dp/B0C2ZHRV4X,1.8,3,649.0,0.0,हैंडबैग और पर्स,False,0
B0C623JXHK,"21 इंच ट्रॉली/सूटकेस सामान Antiscratch पॉलिएस्टर यात्रा सूटकेस बैग 3 पहियों के साथ, काला, सामान",https://m.media-amazon.com/images/I/71fe7sHh1uL._AC_UL320_.jpg,https://www.amazon.in/dp/B0C623JXHK,2.0,1,1049.0,0.0,"सूटकेस, चेक इन और स्ट्रॉली",False,0
B09KGTZZ4V,Petzlifeworld नीला प्लास्टिक वन वे नॉन-रिटर्न वाल्व चेक वाल्व एक्वेरियम एयर पंप एक्सेसरीज़ (5 का पैक),https://m.media-amazon.com/images/I/31dScelBwHL._AC_UL320_.jpg,https://www.amazon.in/dp/B09KGTZZ4V,4.0,14,192.0,299.0,फ़िश और एक्वेटिक्स,False,0
B0C6DW62KX,"Viraj ऑप्टिकल कार्ट | बेस्ट प्रोग्रेसिव ब्लू कट कंप्यूटर लेंस | फ्री फॉर्म डिजिटल लेंस | सबसे एडवांस प्रोग्रेसिव ऑल विजन बहुत क्लियर | एंटी स्क्रैच लेंस| सभी पावर उपलब्ध, क्लियर",https://m.media-amazon.com/images/I/41Jry2yshIL._AC_UL320_.jpg,https://www.amazon.in/dp/B0C6DW62KX,0.0,0,2500.0,0.0,कैमरा और फ़ोटो फ़िल्टर्स,False,0
B09JJ19MNN,Amazon Brand - Solimo Silicone Mobile Case for Realme Narzo 50A (Clear),https://m.media-amazon.com/images/I/512vtLcufZL._AC_UL320_.jpg,https://www.amazon.in/dp/B09JJ19MNN,4.1,154,89.0,299.0,सेल फोन केस और कवर,False,50
B0C9DXC1T1,"पुरुषों की स्टाइलिश सिंथेटिक लेदर बकल फॉर्मल शू, काला",https://m.media-amazon.com/images/I/81jIpNONC7L._AC_UL320_.jpg,https://www.amazon.in/dp/B0C9DXC1T1,0.0,0,799.0,0.0,पुरुषों के फ़ॉर्मल शूज़,False,0
B0CG8WHQ3X,Meadawgs® Wooden Ladder Bird Cage Wood Stand Parrot Chew Toy for Canaries Pet Supplies Frosted Seven Knots,https://m.media-amazon.com/images/I/51fA2vrekpL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CG8WHQ3X,0.0,0,1306.0,0.0,पक्षी,False,0
B0CBLXMD4Y,RASASI Wild On Woody Deodorant For Men - 200ml | Deodorant Body Spray | Skin Friendly Deo | Body Spray For Men | Long Lasting Body Spray | Odour Protection,https://m.media-amazon.com/images/I/61qOtRH3RdL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CBLXMD4Y,5.0,1,280.0,349.0,स्नान और शावर,False,0
B08DJ9KRD2,"Ceat Gripp X3 100/90-18 56P ट्यूबलेस बाइक टायर, रियर, काला",https://m.media-amazon.com/images/I/61PWYoy0xGL._AC_UL320_.jpg,https://www.amazon.in/dp/B08DJ9KRD2,3.9,50,2249.0,0.0,कार और मोटरबाइक,False,0
B00WMNXH7Q,"Society Tea लीफ टी, 250g का पाउच",https://m.media-amazon.com/images/I/615w9fhsJgL._AC_UL320_.jpg,https://www.amazon.in/dp/B00WMNXH7Q,4.3,1252,137.0,145.0,"कॉफी, टी और पेय पदार्थ",False,1000
B09S36GCXC,"Urban Space खोखले फाइबर कॉटन कुशन कवर 3 का सेट, 16 इंच x 16 इंच, पंख हरा",https://m.media-amazon.com/images/I/61+VpIAWaWL._AC_UL320_.jpg,https://www.amazon.in/dp/B09S36GCXC,0.0,0,472.0,0.0,कुशन और कुशन कवर,False,0
B099FBR9CW,Jack & Jones पुरुषों के लिए स्वेटपैंट,https://m.media-amazon.com/images/I/61GZNracxOL._AC_UL320_.jpg,https://www.amazon.in/dp/B099FBR9CW,4.3,8,749.0,0.0,फ़ुटबॉल,False,0
B08KHPDXLF,BSB HOME® 3D प्रिंटेड 144 Tc माइक्रोफाइबर बेडशीट सिंगल बेड (90X60) के लिए 1 किंग साइज़ पिलो कवर (20X30) इंच (लाल),https://m.media-amazon.com/images/I/61+ICwagMFL._AC_UL320_.jpg,https://www.amazon.in/dp/B08KHPDXLF,3.6,106,199.0,699.0,बेडिंग और लिनेन,False,0
B01MZHZZ2H,"C&E हाई स्पीड अल्ट्रा HDMI केबल CL3 रेटेड (25 फीट / 7.6 मीटर) ईथरनेट के साथ, सपोर्ट (4K x 2K @ 60HZ), वीडियो 4K UHD 2160p, HD 1080p, 3D, Xbox Playstation PS3 ऑडियो रिटर्न नवीनतम संस्करण",https://m.media-amazon.com/images/I/51WJRIHJnoL._AC_UL320_.jpg,https://www.amazon.in/dp/B01MZHZZ2H,4.1,51,1069.0,0.0,वीडियो कैमरा एक्सेसरीज़,False,0
B075F97QM3,KPH एंटी स्टैटिक ESD PP PCB ट्रे (आई टाइप) - PCB स्टैकिंग के लिए 25 स्लॉट,https://m.media-amazon.com/images/I/31DD+W2clXL._AC_UL320_.jpg,https://www.amazon.in/dp/B075F97QM3,4.7,3,560.0,0.0,औद्योगिक और वैज्ञानिक,False,0
B0BTX8YRDC,वॉच स्ट्रैप सिलिकॉन बेल्ट फायर-बोल्ट डैगर Bsw109 स्मार्टवॉच स्पोर्ट्स बैंड के साथ संगत,https://m.media-amazon.com/images/I/511eQ-rit-L._AC_UL320_.jpg,https://www.amazon.in/dp/B0BTX8YRDC,4.0,1,329.0,990.0,घड़ियां,False,0
B0CG5MHPR4,"ADIUM कीबोर्ड गेमिंग, एर्गोनोमिक मैग्नेटिक रिस्ट हाई एंड लो फ्लोटिंग कीकैप्स मैकेनिकल गेमिंग कीबोर्ड फॉर कंप्यूटर फॉर गेम'$",https://m.media-amazon.com/images/I/614bHFIdv+L._AC_UL320_.jpg,https://www.amazon.in/dp/B0CG5MHPR4,0.0,0,14295.0,0.0,कंप्यूटर और सहायक उपकरण,False,0
B08QZ9G5L3,आर्मी कमांडो ब्लैक लॉन्ग बूट्स फॉर मेंस (न्यूमेरिक_5),https://m.media-amazon.com/images/I/21uvw2rRn4L._AC_UL320_.jpg,https://www.amazon.in/dp/B08QZ9G5L3,3.5,6,799.0,0.0,पुरुषों के कैज़ुअल शूज़,False,0
B07MKRZFRY,पुरुषों और महिलाओं के लिए भूरे रंग का सॉफ्ट कैजुअल चेकर्ड ठंड के मौसम के लिए ऊनी मफलर,https://m.media-amazon.com/images/I/71oz8STv7sL._AC_UL320_.jpg,https://www.amazon.in/dp/B07MKRZFRY,0.0,0,249.0,999.0,पुरुषों के मफ़लर और स्कार्फ़,False,0
B0B7JFX12G,"प्यारा कार्टून प्रिंट कैनवास बैग - बहुउद्देश्यीय पनरोक पोर्टेबल कैरीइंग बैग, टोट बैग, फाइल बैग, डबल लेयर जिपर बैग, यात्रा सहायक उपकरण बैग ले जाना",https://m.media-amazon.com/images/I/61eGqGiXoWL._AC_UL320_.jpg,https://www.amazon.in/dp/B0B7JFX12G,3.1,6,286.0,499.0,बैग और बैकपैक्स,False,0
B0C4GTQ591,CLUB BOLLYWOOD Insta360 One R Rs Sphere पैनोरमिक लेंस एक्सेसरीज़ कैमरा और फोटो के लिए Lens Guards Pc | कैमरा और फोटो सहायक उपकरण | अन्य कैमरा और फोटो Accs,https://m.media-amazon.com/images/I/61OVpVS-b+L._AC_UL320_.jpg,https://www.amazon.in/dp/B0C4GTQ591,0.0,0,2280.0,0.0,डिजिटल कैमरा एक्‍सेसरीज़,False,0
B08TMVQX19,महिलाओं के लिए स्वेटशर्ट,https://m.media-amazon.com/images/I/61xuT4IF7XL._AC_UL320_.jpg,https://www.amazon.in/dp/B08TMVQX19,4.6,94,1259.0,0.0,महिलाओं के स्पोर्ट्‍सवियर,False,0
B077X8T4SD,Selva Vinayaka 300 TC कॉटन सिंगल बेडशीट - हरा,https://m.media-amazon.com/images/I/81e1P0V5PgL._AC_UL320_.jpg,https://www.amazon.in/dp/B077X8T4SD,0.0,0,0.0,0.0,बेडशीट्स,False,0
B09HP6FVT5,MADHUFIT जंबो विजयसर ग्लास | टेरोकार्पस मार्सुपियम| विजयसर की लक्ष्मी | भारतीय किनो ट्री | हर्बल वुड टम्बलर | 90ml (भूरा),https://m.media-amazon.com/images/I/71Nw35aclML._AC_UL320_.jpg,https://www.amazon.in/dp/B09HP6FVT5,3.7,168,295.99,999.0,किचन और डाइनिंग,False,200
B08M3JDSNZ,PSK PET MART इंटरैक्टिव क्यूट और फनी टीज़र वॉबल रोली पोली टम्बलर ट्रेनिंग बॉल कलर फेदर और ट्रीट डिस्पेंसर टॉय के साथ पालतू बिल्लियों और बिल्ली के बच्चे के लिए - रंग भिन्न हो सकता है,https://m.media-amazon.com/images/I/41r7SXewmHL._AC_UL320_.jpg,https://www.amazon.in/dp/B08M3JDSNZ,5.0,1,289.0,499.0,बिल्लियाँ,False,0
B0BDKTN9R2,महिलाओं के लिए त्रिभुज फैंसी हील्स चप्पल चंकी हील सैंडल,https://m.media-amazon.com/images/I/61qJMIxEnlL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BDKTN9R2,3.0,2,599.0,999.0,महिलाओं के फ़ैशन वाले सैंडल,False,0
B0C7BXQX3Z,मेन्स राइडरिकस्नीकर,https://m.media-amazon.com/images/I/71Qz2Oo78vL._AC_UL320_.jpg,https://www.amazon.in/dp/B0C7BXQX3Z,0.0,0,2025.0,0.0,पुरुषों के कैज़ुअल शूज़,False,0
B0BSQXLMS4,"पुरुषों आरामदायक पैंट, ग्रे(स्लेटी)",https://m.media-amazon.com/images/I/81p2N82VcOL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BSQXLMS4,0.0,0,1906.0,0.0,पुरुषों के थर्मल अंडरवियर,False,0
B0BMLYPP4H,Inferno पुरुषों के लिए टॉप थर्मल | ग्रे ऊनी,https://m.media-amazon.com/images/I/410WBCeWJ8L._AC_UL320_.jpg,https://www.amazon.in/dp/B0BMLYPP4H,0.0,0,0.0,0.0,पुरुषों के थर्मल अंडरवियर,False,0
B0BZSG5T9G,"Designer काले इबोनी लकड़ी का कड़ा चूड़ी/करुंगली कट्टाई कड़ा चूड़ी पुरुषों और महिलाओं के लिए [ साइज़ 2.8 इंच], आबनूस की लकड़ी, आबनूस",https://m.media-amazon.com/images/I/511H32hEdkL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BZSG5T9G,0.0,0,643.0,799.0,महिलाओं के गहने और आभूषण,False,0
B095YMH7LN,"पुरुषों के लिए सॉलिड क्रॉस फैंसी साइड बटनकॉटन कुर्ता केवल 16 डिफरेंस कलर सेट ll कुर्ता के साथ (1 पीस), गहरा गुलाबी",https://m.media-amazon.com/images/I/51vUUpoAbiS._AC_UL320_.jpg,https://www.amazon.in/dp/B095YMH7LN,5.0,1,390.0,999.0,पुरुषों के कुर्ते,False,0
B08N1LMJB2,"The Dance Bible जिम, व्यायाम, होम फिटनेस कोर वर्कआउट (ADJ) के लिए एडजस्टेबल जंपिंग स्किपिंग रोप (नारंगी सिंगल फोम)",https://m.media-amazon.com/images/I/61KtG6zYSyL._AC_UL320_.jpg,https://www.amazon.in/dp/B08N1LMJB2,4.0,329,180.0,499.0,व्यायाम और स्वास्थ्य एक्सेसरीज़,False,0
B0BRD591P6,"Ceylon नीला नीलम/नीलम/Nilam प्राकृतिक रत्न लैब प्रमाणित कार्ड के साथ 10.25 रत्ती/नीला नीलम (नीलम/नीलम) स्टोन मूल प्रमाणित ढीला प्राकृतिक रत्न पुरुषों और महिलाओं के लिए, रत्न, नीला सफ़ायर",https://m.media-amazon.com/images/I/21LwNxPHPoL._AC_UL320_.jpg,https://www.amazon.in/dp/B0BRD591P6,0.0,0,1649.0,0.0,लूज़ जैमस्टोन और डायमंड,False,0
B08C7P19CG,"HP 14"" कोर i3 1005G1 3.4GHz तक 8GB 256GB SSD 1080P 14-dq1043cl बैकलिट कीबोर्ड",https://m.media-amazon.com/images/I/41Eu-1YthXL._AC_UL320_.jpg,https://www.amazon.in/dp/B08C7P19CG,0.0,0,64355.0,0.0,लैपटॉप,False,0
B0CHMMYHH2,"Samadhaan यात्रा के लिए गर्दन तकिया, मेमोरी फोम गर्दन तकिया w चिन समर्थन, उड़ानों के लिए यात्रा तकिया, हवाई जहाज, ट्रेन और घर, गर्दन समर्थन आराम तकिया, धोने योग्य कवर - यात्रा बैग के साथ (काला/हरा)",https://m.media-amazon.com/images/I/61SMJVWuPFL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CHMMYHH2,5.0,1,1599.0,0.0,ट्रैवल एक्सेसरीज़,False,0
B0CJJQJYLZ,Mohit Enterprises Women Vintage Triangle Mirrored Sunglasses Eyewear Designer silver frame silver lens,https://m.media-amazon.com/images/I/31BTupjkstL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CJJQJYLZ,0.0,0,0.0,0.0,महिलाओं के सनग्लासेस,False,0
B0C5XC7BFW,"UBERSWEET® Controller Bracket, Controller Phone Holder Simple Operation Aluminium Alloy Adjustable for for PRO for 2(Black, Three uses) [video game] |",https://m.media-amazon.com/images/I/51hnXeiox8S._AC_UL320_.jpg,https://www.amazon.in/dp/B0C5XC7BFW,0.0,0,10469.0,0.0,फ़्लैश एक्सेसरी,False,0
B094QDVN2F,Unisex-Adult X Speedflow Messi.4 in J Football Shoe,https://m.media-amazon.com/images/I/818r+Yu3isL._AC_UL320_.jpg,https://www.amazon.in/dp/B094QDVN2F,2.4,19,2399.0,0.0,पुरुषों के शूज़,False,0
B0CJ37BL62,myaddiction Lens Aperture Flex Cable for Olympus 14-42 Mm 14-42Mm F/3.5-5.6 Ez Digital Camera Repair Part Cameras & Photo | Replacement Parts & Tools | Digital Camera Parts,https://m.media-amazon.com/images/I/51CJNzm68QL._AC_UL320_.jpg,https://www.amazon.in/dp/B0CJ37BL62,0.0,0,554.0,999.0,डिजिटल कैमरा एक्‍सेसरीज़,False,0
